hs_code,heading,description,full_description,tariff_rate_pct,sector,import_value_cad,value_year,value_scope,source_url
8451.29.00,"Machinery (other than machines of heading 84.50) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and machines for applying the paste to the base fabric or other support used in the manufacture of floor coverings such as linoleum; machines for reeling, unreeling, folding, cutting or pinking textile fabrics.",- Drying machines: Other,"Machinery (other than machines of heading 84.50) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and machines for applying the paste to the base fabric or other support used in the manufacture of floor coverings such as linoleum; machines for reeling, unreeling, folding, cutting or pinking textile fabrics. - Drying machines: Other",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8467.22.00,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor.",- With self-contained electric motor: Saws,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor. - With self-contained electric motor: Saws",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8467.29.00,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor.",- With self-contained electric motor: Other,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor. - With self-contained electric motor: Other",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8467.81.00,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor.",- Other tools: Chain saws,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor. - Other tools: Chain saws",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8467.89.00,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor.",- Other tools: Other,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor. - Other tools: Other",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8480.49.00,"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics.",- Moulds for metal or metal carbides: Other,"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics. - Moulds for metal or metal carbides: Other",15,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8480.71.00,"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics.",- Moulds for rubber or plastics: Injection or compression types,"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics. - Moulds for rubber or plastics: Injection or compression types",15,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8480.79.00,"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics.",- Moulds for rubber or plastics: Other,"Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (other than ingot moulds), metal carbides, glass, mineral materials, rubber or plastics. - Moulds for rubber or plastics: Other",15,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8509.80.10,"Electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08.",- Other appliances: Ultrasonic vaporizers,"Electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08. - Other appliances: Ultrasonic vaporizers",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8509.80.90,"Electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08.",- Other appliances: Other,"Electro-mechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 85.08. - Other appliances: Other",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8516.60.10,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45.","- Other ovens; cookers, cooking plates, boiling rings, grillers and roasters: Bread makers; Indoor smokeless barbecues; Rice cookers","Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45. - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters: Bread makers; Indoor smokeless barbecues; Rice cookers",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8516.60.20,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45.","- Other ovens; cookers, cooking plates, boiling rings, grillers and roasters: Ovens, cooking stoves and ranges","Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45. - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters: Ovens, cooking stoves and ranges",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8516.60.90,"Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45.","- Other ovens; cookers, cooking plates, boiling rings, grillers and roasters: Other","Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electro-thermic hair-dressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; electric smoothing irons; other electro-thermic appliances of a kind used for domestic purposes; electric heating resistors, other than those of heading 85.45. - Other ovens; cookers, cooking plates, boiling rings, grillers and roasters: Other",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8517.13.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","- Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks: Smartphones","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28. - Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks: Smartphones",50,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8517.62.00,"Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28.","- Other apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network): Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus","Telephone sets, including smartphones and other telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network), other than transmission or reception apparatus of heading 84.43, 85.25, 85.27 or 85.28. - Other apparatus for transmission or reception of voice, images or other data, including apparatus for communication in a wired or wireless network (such as a local or wide area network): Machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus",50,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8528.59.90,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus.",- Other monitors: Other: Other,"Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus. - Other monitors: Other: Other",50,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8529.90.10,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.,- Other: Printed circuit assemblies,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28. - Other: Printed circuit assemblies,25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8529.90.20,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.,"- Other: Transceiver assemblies for the goods of subheading 8526.10, not elsewhere specified or included","Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28. - Other: Transceiver assemblies for the goods of subheading 8526.10, not elsewhere specified or included",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8529.90.31,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.,- Other: The following parts of television receivers (including video monitors and video projectors): video intermediate (IF) amplifying and detecting systems; video processing and amplification systems; synchronizing and deflection circuitry; tuners and tuner control systems; and audio detection and amplification systems: Combinations of parts,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28. - Other: The following parts of television receivers (including video monitors and video projectors): video intermediate (IF) amplifying and detecting systems; video processing and amplification systems; synchronizing and deflection circuitry; tuners and tuner control systems; and audio detection and amplification systems: Combinations of parts,25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8529.90.39,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.,- Other: The following parts of television receivers (including video monitors and video projectors): video intermediate (IF) amplifying and detecting systems; video processing and amplification systems; synchronizing and deflection circuitry; tuners and tuner control systems; and audio detection and amplification systems: Other,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28. - Other: The following parts of television receivers (including video monitors and video projectors): video intermediate (IF) amplifying and detecting systems; video processing and amplification systems; synchronizing and deflection circuitry; tuners and tuner control systems; and audio detection and amplification systems: Other,25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8529.90.50,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.,"- Other: Parts, including face plates and lock latches, for printed circuit assemblies","Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28. - Other: Parts, including face plates and lock latches, for printed circuit assemblies",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8529.90.60,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.,"- Other: Other parts of goods of heading 85.25 or 85.27, excluding parts of cellular telephones","Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28. - Other: Other parts of goods of heading 85.25 or 85.27, excluding parts of cellular telephones",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8529.90.90,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28.,- Other: Other,Parts suitable for use solely or principally with the apparatus of headings 85.24 to 85.28. - Other: Other,25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8544.49.00,"Insulated (including enamelled or anodized) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors.","- Other electric conductors, for a voltage not exceeding 1,000 V: Other","Insulated (including enamelled or anodized) wire, cable (including co-axial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors. - Other electric conductors, for a voltage not exceeding 1,000 V: Other",25,Machinery & electronics,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8601.10.00,Rail locomotives powered from an external source of electricity or by electric accumulators.,- Powered from an external source of electricity,Rail locomotives powered from an external source of electricity or by electric accumulators. - Powered from an external source of electricity,25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8601.20.00,Rail locomotives powered from an external source of electricity or by electric accumulators.,- Powered by electric accumulators,Rail locomotives powered from an external source of electricity or by electric accumulators. - Powered by electric accumulators,25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8602.10.00,Other rail locomotives; locomotive tenders.,- Diesel-electric locomotives,Other rail locomotives; locomotive tenders. - Diesel-electric locomotives,25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8602.90.00,Other rail locomotives; locomotive tenders.,- Other,Other rail locomotives; locomotive tenders. - Other,25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8603.10.00,"Self-propelled railway or tramway coaches, vans and trucks (cars), other than those of heading 86.04.",- Powered from an external source of electricity,"Self-propelled railway or tramway coaches, vans and trucks (cars), other than those of heading 86.04. - Powered from an external source of electricity",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8603.90.00,"Self-propelled railway or tramway coaches, vans and trucks (cars), other than those of heading 86.04.",- Other,"Self-propelled railway or tramway coaches, vans and trucks (cars), other than those of heading 86.04. - Other",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8604.00.10,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).","- Ballast spreaders; Buggies for transporting work crews and track material trailers, not exceeding 20 tonnes; Combination ballast broom and snow switch cleaners; Manual feed spike drivers for maintenance or production applications; On-track brush cutters; Rail tie spacing machines; Snow plows; Supply push carts; Tie cranes; Track carriage cranes","Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles). - Ballast spreaders; Buggies for transporting work crews and track material trailers, not exceeding 20 tonnes; Combination ballast broom and snow switch cleaners; Manual feed spike drivers for maintenance or production applications; On-track brush cutters; Rail tie spacing machines; Snow plows; Supply push carts; Tie cranes; Track carriage cranes",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8605.00.00,"Railway or tramway passenger coaches, not self-propelled; luggage vans (baggage cars), post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04).",,"Railway or tramway passenger coaches, not self-propelled; luggage vans (baggage cars), post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 86.04).",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8607.11.00,Parts of railway or tramway locomotives or rolling-stock.,"- Bogies, bissel-bogies (truck assemblies), axles and wheels, and parts thereof: Driving bogies and bissel-bogies (truck assemblies)","Parts of railway or tramway locomotives or rolling-stock. - Bogies, bissel-bogies (truck assemblies), axles and wheels, and parts thereof: Driving bogies and bissel-bogies (truck assemblies)",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8607.19.19,Parts of railway or tramway locomotives or rolling-stock.,"- Bogies, bissel-bogies (truck assemblies), axles and wheels, and parts thereof: Other, including parts: Axles: Other","Parts of railway or tramway locomotives or rolling-stock. - Bogies, bissel-bogies (truck assemblies), axles and wheels, and parts thereof: Other, including parts: Axles: Other",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8607.19.29,Parts of railway or tramway locomotives or rolling-stock.,"- Bogies, bissel-bogies (truck assemblies), axles and wheels, and parts thereof: Other, including parts: Wheels, whether or not fitted with axles: Other","Parts of railway or tramway locomotives or rolling-stock. - Bogies, bissel-bogies (truck assemblies), axles and wheels, and parts thereof: Other, including parts: Wheels, whether or not fitted with axles: Other",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8607.21.10,Parts of railway or tramway locomotives or rolling-stock.,"- Brakes and parts thereof: Air brakes and parts thereof: For self-propelled railway vehicles for the transport of passengers, baggage, mail or express traffic; Parts for use in the manufacture of brake systems for subway and rapid transit cars","Parts of railway or tramway locomotives or rolling-stock. - Brakes and parts thereof: Air brakes and parts thereof: For self-propelled railway vehicles for the transport of passengers, baggage, mail or express traffic; Parts for use in the manufacture of brake systems for subway and rapid transit cars",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8607.30.10,Parts of railway or tramway locomotives or rolling-stock.,"- Hooks and other coupling devices, buffers, and parts thereof: For self-propelled railway vehicles for the transport of passengers, baggage, mail or express traffic; For use in the repair of tramway vehicles (excluding subway cars) with magnetic track brakes; Parts for use in the manufacture of hydraulic cushioning devices (buffers) for railway rolling-stock","Parts of railway or tramway locomotives or rolling-stock. - Hooks and other coupling devices, buffers, and parts thereof: For self-propelled railway vehicles for the transport of passengers, baggage, mail or express traffic; For use in the repair of tramway vehicles (excluding subway cars) with magnetic track brakes; Parts for use in the manufacture of hydraulic cushioning devices (buffers) for railway rolling-stock",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8607.91.00,Parts of railway or tramway locomotives or rolling-stock.,- Other: Of locomotives,Parts of railway or tramway locomotives or rolling-stock. - Other: Of locomotives,25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8607.99.11,Parts of railway or tramway locomotives or rolling-stock.,"- Other: Other: Of self-propelled rolling-stock: For use in the repair of tramway vehicles (excluding subway cars) with magnetic track brakes; Of the vehicles of heading 86.04; Of railway vehicles for the transport of passengers, baggage, mail or express traffic","Parts of railway or tramway locomotives or rolling-stock. - Other: Other: Of self-propelled rolling-stock: For use in the repair of tramway vehicles (excluding subway cars) with magnetic track brakes; Of the vehicles of heading 86.04; Of railway vehicles for the transport of passengers, baggage, mail or express traffic",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8609.00.10,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,"- Reusable, specially designed to be employed in the transportation of motor vehicle components which are free of customs duties, presented with the goods therein","Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport. - Reusable, specially designed to be employed in the transportation of motor vehicle components which are free of customs duties, presented with the goods therein",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8703.22.00,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","- Other vehicles, with only spark-ignition internal combustion piston engine: Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars. - Other vehicles, with only spark-ignition internal combustion piston engine: Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8703.23.00,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","- Other vehicles, with only spark-ignition internal combustion piston engine: Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars. - Other vehicles, with only spark-ignition internal combustion piston engine: Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8703.24.00,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","- Other vehicles, with only spark-ignition internal combustion piston engine: Of a cylinder capacity exceeding 3,000 cc","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars. - Other vehicles, with only spark-ignition internal combustion piston engine: Of a cylinder capacity exceeding 3,000 cc",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8703.31.00,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","- Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel): Of a cylinder capacity not exceeding 1,500 cc","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars. - Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel): Of a cylinder capacity not exceeding 1,500 cc",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8703.32.00,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","- Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel): Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars. - Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel): Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8703.33.00,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","- Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel): Of a cylinder capacity exceeding 2,500 cc","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars. - Other vehicles, with only compression-ignition internal combustion piston engine (diesel or semi-diesel): Of a cylinder capacity exceeding 2,500 cc",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
8703.40.10,"Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars.","- Other vehicles, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power: Of a cylinder capacity not exceeding 1,000 cc","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 87.02), including station wagons and racing cars. - Other vehicles, with both spark-ignition internal combustion piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power: Of a cylinder capacity not exceeding 1,000 cc",25,Transportation,,,Official aggregate only: C$27.6B across full measure,https://www.canada.ca/en/department-finance/programs/international-trade-finance-policy/canadas-response-us-tariffs/complete-list-us-products-subject-to-counter-tariffs.html
